"","OTU_ID","taxonomy","Taxon","Taxon.Level","Trophic.Mode","Guild","Growth.Morphology","Trait","Confidence.Ranking","Notes","Citation.Source"
"1168","fASV_1668","k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidales_fam_Incertae_sedis;g__Rhizophlyctidales_gen_Incertae_sedis;s__Rhizophlyctidales_sp","-","-","-","-","-","-","-","Unassigned","-"
"1169","fASV_1657","k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis;s__Rhizophlyctis_rosea","Rhizophlyctis","13","Pathotroph-Saprotroph","Algal Parasite-|Plant Saprotroph|-Undefined Saprotroph","Chytrid-Microfungus","NULL","Probable","As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed, algal material (Põlme et al. 2020)","James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1170","fASV_1670","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Volutella;NA","Volutella","13","Pathotroph","|Plant Pathogen|","Microfungus","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1171","fASV_701","k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Apiotrichum;NA","Apiotrichum","13","Saprotroph","|Undefined Saprotroph|","Microfungus-Yeast","NULL","Possible","As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020); From forest soil (Calduch et al. 2002)","Calduch M, et al. 2002. Mycologia 94:355-361 ((https://doi.org/10.1080/15572536.2003.11833241)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1172","fASV_1673","k__Fungi;NA;NA;NA;NA;NA;NA","-","-","-","-","-","-","-","Unassigned","-"
"1173","fASV_1675","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;NA;NA;NA","-","-","-","-","-","-","-","Unassigned","-"
"1174","fASV_1674","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;NA;NA;NA","-","-","-","-","-","-","-","Unassigned","-"
"1175","fASV_1677","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Poaceascoma;s__Poaceascoma_sp","Poaceascoma","13","Saprotroph","|Wood Saprotroph|","Microfungus","NULL","Probable","Decay wood (Põlme et al. 2020)","Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1176","fASV_1676","k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliales_fam_Incertae_sedis;g__Bryorbilia;s__Bryorbilia_arenicola","-","-","-","-","-","-","-","Unassigned","-"
"1177","fASV_1511","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_atrosanguineum","Penicillium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Parasite-Dung Saprotroph-Endophyte-Fungal Parasite-Plant Pathogen-|Undefined Saprotroph|-Wood Saprotroph","Microfungus","Soft Rot","Highly Probable","As foliar_endophyte (Põlme et al. 2020); As mycoparasite (Põlme et al. 2020); Decay soil (Põlme et al. 2020)","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany ((https://www.irg-wp.com/irgdocs/details.php?d6493033-c9ea-40f3-8e3e-5697f32d640d)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1178","fASV_930","k__Fungi;p__Olpidiomycota;c__Olpidiomycetes;o__Olpidiales;f__Olpidiaceae;g__Olpidiaceae_gen_Incertae_sedis;s__Olpidiaceae_sp","Olpidiaceae","9","Pathotroph","Animal Parasite-Fungal Parasite","NULL","NULL","Probable","Parasitic on algae, fungi, mosses, pollen grains and vegetative tissues of flowering and crop plants","Devasahayam HL, Henry LDC. 2009. Illustrated Plant Pathology - Basic Concepts, New India Publishing, New Delhi ((https://isbnsearch.org/isbn/9380235089))"
"1179","fASV_1687","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe;s__Conocybe_velutipes","Conocybe","13","Saprotroph","Dung Saprotroph-Plant Saprotroph-|Undefined Saprotroph|","Agaricoid","NULL","Probable","As litter_saprotroph (Põlme et al. 2020); As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1180","fASV_1689","k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;NA;NA","Mortierellaceae","9","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Possible","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
"1181","fASV_1690","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Penicillifer;s__Penicillifer_pulcher","Penicillifer","13","Saprotroph","|Wood Saprotroph|","Microfungus","NULL","Probable","Decay wood (Põlme et al. 2020)","Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1182","fASV_1692","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;NA","Penicillium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Parasite-Dung Saprotroph-Endophyte-Fungal Parasite-Plant Pathogen-|Undefined Saprotroph|-Wood Saprotroph","Microfungus","Soft Rot","Highly Probable","As foliar_endophyte (Põlme et al. 2020); As mycoparasite (Põlme et al. 2020); Decay soil (Põlme et al. 2020)","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany ((https://www.irg-wp.com/irgdocs/details.php?d6493033-c9ea-40f3-8e3e-5697f32d640d)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1183","fASV_1695","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Dactylonectria;s__Dactylonectria_sp","Dactylonectria","13","Pathotroph","|Plant Pathogen|","Microfungus","NULL","Probable","NULL","Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1184","fASV_1693","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Neoschizotheciaceae;g__Neoschizothecium;s__Neoschizothecium_carpinicola","-","-","-","-","-","-","-","Unassigned","-"
"1185","fASV_1275","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_slobbergiarum","Plectosphaerella","13","Pathotroph-Saprotroph-Symbiotroph","Endophyte-|Plant Pathogen|-Plant Saprotroph","Microfungus","NULL","Probable","As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed, animal material (Põlme et al. 2020); Plectosporium was introduced by Palm et al. (1995) for Fusarium tabacinum, the anamorph of Plectosphaerella cucumerina (Carlucci et al. 2012)","Palm et al. 1995. Mycologia 87:397-406 ((https://doi.org/10.1080/00275514.1995.12026545)); Carlucci et al. 2012. Persoonia 28:34-48 ((https://doi.org/10.3767/003158512X638251)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Li et al. 2017. Mycobiology 45:110-113 ((https://doi.org/10.5941/MYCO.2017.45.2.110)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1186","fASV_1697","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Microdochium;NA","Microdochium","13","Pathotroph-Symbiotroph","Endophyte-|Plant Pathogen|","Microfungus","NULL","Possible","As foliar_endophyte (Põlme et al. 2020); Dark Septate Endophyte; Decay leaf, fruit, seed (Põlme et al. 2020)","Mandyam, et al. 2012. Mycorrhiza 22:109-119 ((https://doi.org/10.1007/s00572-011-0386-y)) (as DSE); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as Plant Pathogen); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1187","fASV_1698","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Calycina;s__Calycina_languida","Calycina","13","Saprotroph-Symbiotroph","Endophyte-Undefined Saprotroph-|Wood Saprotroph|","Microfungus","NULL","Probable","As foliar_endophyte (Põlme et al. 2020); Decay wood, leaf, fruit, seed (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1188","fASV_1688","k__Fungi;p__Ascomycota;c__Sordariomycetes;NA;NA;NA;NA","-","-","-","-","-","-","-","Unassigned","-"
"1189","fASV_1575","k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Podila;s__Podila_humilis","Mortierellaceae","9","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Possible","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
"1190","fASV_1701","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;NA;NA;NA","Hypocreales","7","Saprotroph","Undefined Saprotroph","Microfungus","NULL","Possible","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"1191","fASV_1702","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA","Fusarium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph","Microfungus","Soft Rot","Possible","As foliar_endophyte (Põlme et al. 2020); As litter_saprotroph (Põlme et al. 2020); Causing damping-off disease (Põlme et al. 2020); Decay leaf, fruit, seed, roots, soil, animal material (Põlme et al. 2020); Likely opportunistic human pathogen (Irinyi et al. 2015)","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))"
"1192","fASV_1705","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_dichromosporum","Acremonium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-|Undefined Saprotroph|-Wood Saprotroph","Microfungus","Soft Rot","Possible","As foliar_endophyte (Põlme et al. 2020); culture (Hanada et al. 2010, Del Olmo; Decay leaf, fruit, seed, soil, dung, animal material (Põlme et al. 2020); Endophyte detection method; Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015)","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1193","fASV_1707","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_slobbergiarum","Plectosphaerella","13","Pathotroph-Saprotroph-Symbiotroph","Endophyte-|Plant Pathogen|-Plant Saprotroph","Microfungus","NULL","Probable","As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed, animal material (Põlme et al. 2020); Plectosporium was introduced by Palm et al. (1995) for Fusarium tabacinum, the anamorph of Plectosphaerella cucumerina (Carlucci et al. 2012)","Palm et al. 1995. Mycologia 87:397-406 ((https://doi.org/10.1080/00275514.1995.12026545)); Carlucci et al. 2012. Persoonia 28:34-48 ((https://doi.org/10.3767/003158512X638251)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Li et al. 2017. Mycobiology 45:110-113 ((https://doi.org/10.5941/MYCO.2017.45.2.110)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1194","fASV_1708","k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis;s__Rhizophlyctis_rosea","Rhizophlyctis","13","Pathotroph-Saprotroph","Algal Parasite-|Plant Saprotroph|-Undefined Saprotroph","Chytrid-Microfungus","NULL","Probable","As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed, algal material (Põlme et al. 2020)","James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1195","fASV_1710","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Stephanosporaceae;g__Cristinia;s__Cristinia_sp","Cristinia","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Corticioid","White Rot","Probable","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1196","fASV_305","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__Podospora_dimorpha","Podospora","13","Saprotroph-Symbiotroph","|Dung Saprotroph|-Endophyte-Plant Saprotroph-Undefined Saprotroph","Microfungus","NULL","Possible","As foliar_endophyte (Põlme et al. 2020); As litter_saprotroph (Põlme et al. 2020); culture (David et al. 2016); Decay leaf, fruit, seed, dung (Põlme et al. 2020); Endophyte detection method","Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1197","fASV_1714","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Furcasterigmium;s__Furcasterigmium_furcatum","Furcasterigmium","13","Saprotroph","|Undefined Saprotroph|","Microfungus","NULL","Probable","As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)","Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1198","fASV_1712","k__Fungi;NA;NA;NA;NA;NA;NA","-","-","-","-","-","-","-","Unassigned","-"
"1199","fASV_1544","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Crocicreas;s__Crocicreas_sp","Crocicreas","13","Saprotroph","|Plant Saprotroph|-Undefined Saprotroph","Microfungus-Pezizoid","NULL","Probable","As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)","Carpenter SE, 1983. Memoirs of The New York Botanical Garden 33:1-290 (ISBN: 978-0893272302); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1200","fASV_1717","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_opportunistica","Exophiala","13","Pathotroph-Saprotroph-Symbiotroph","|Animal Parasite|-Animal Pathogen-Endophyte-Plant Saprotroph-Undefined Saprotroph","Dimorphic-Facultative Yeast","NULL","Probable","As litter_saprotroph (Põlme et al. 2020); As root_endophyte_dark_septate (Põlme et al. 2020); Decay leaf, fruit, seed, animal material (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)), Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1201","fASV_1720","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Furcasterigmium;s__Furcasterigmium_furcatum","Furcasterigmium","13","Saprotroph","|Undefined Saprotroph|","Microfungus","NULL","Probable","As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)","Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1202","fASV_1721","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Ilyonectria;s__Ilyonectria_robusta","Ilyonectria","13","Pathotroph","|Plant Pathogen|","Microfungus","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1203","fASV_1722","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Scytalidium;s__Scytalidium_indonesiacum","Scytalidium","13","Pathotroph-Saprotroph","Animal Parasite-Fungal Parasite-Plant Pathogen-Plant Saprotroph-|Wood Saprotroph|","Microfungus","Soft Rot","Probable","As litter_saprotroph (Põlme et al. 2020); As mycoparasite (Põlme et al. 2020); Decay wood, leaf, fruit, seed, soil, animal material (Põlme et al. 2020)","Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
"1204","fASV_1509","k__Fungi;NA;NA;NA;NA;NA;NA","-","-","-","-","-","-","-","Unassigned","-"
"1205","fASV_1037","k__Fungi;NA;NA;NA;NA;NA;NA","-","-","-","-","-","-","-","Unassigned","-"
"1206","fASV_1719","k__Fungi;NA;NA;NA;NA;NA;NA","-","-","-","-","-","-","-","Unassigned","-"
"1207","fASV_1724","k__Fungi;p__Olpidiomycota;c__Olpidiomycetes;o__Olpidiales;f__Olpidiaceae;NA;NA","Olpidiaceae","9","Pathotroph","Animal Parasite-Fungal Parasite","NULL","NULL","Probable","Parasitic on algae, fungi, mosses, pollen grains and vegetative tissues of flowering and crop plants","Devasahayam HL, Henry LDC. 2009. Illustrated Plant Pathology - Basic Concepts, New India Publishing, New Delhi ((https://isbnsearch.org/isbn/9380235089))"
"1208","fASV_1726","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariales_fam_Incertae_sedis;g__Oliveonia;s__Oliveonia_sp","Oliveonia","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Corticioid","NULL","Probable","Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1209","fASV_1727","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;NA;NA;NA","-","-","-","-","-","-","-","Unassigned","-"
"1210","fASV_1730","k__Fungi;p__Olpidiomycota;c__Olpidiomycetes;o__Olpidiales;f__Olpidiaceae;g__Olpidiaceae_gen_Incertae_sedis;s__Olpidiaceae_sp","Olpidiaceae","9","Pathotroph","Animal Parasite-Fungal Parasite","NULL","NULL","Probable","Parasitic on algae, fungi, mosses, pollen grains and vegetative tissues of flowering and crop plants","Devasahayam HL, Henry LDC. 2009. Illustrated Plant Pathology - Basic Concepts, New India Publishing, New Delhi ((https://isbnsearch.org/isbn/9380235089))"
"1211","fASV_1731","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidiaceae_gen_Incertae_sedis;s__Ceratobasidiaceae_sp","Ceratobasidiaceae","9","Pathotroph-Saprotroph-Symbiotroph","Endomycorrhizal-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Possible","Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1212","fASV_1734","k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Itersonilia;s__Itersonilia_perplexans","Itersonilia","13","Pathotroph","|Plant Pathogen|-Plant Saprotroph","Dimorphic-Dimorphic Yeast","NULL","Probable","A dimorphic basidiomycete that has yeast and hyphal phases (McGovern et al. 2006)","McGovern RJ, et al. 2006. Plant Health Progress ((http://doi.org/10.1094/PHP-2006-1018-02-RS)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
"1213","fASV_1735","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Fusidium;s__Fusidium_sp","Fusidium","13","Saprotroph","|Undefined Saprotroph|","Microfungus","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))"
"1214","fASV_1738","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sporotrichioides","Fusarium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph","Microfungus","Soft Rot","Possible","As foliar_endophyte (Põlme et al. 2020); As litter_saprotroph (Põlme et al. 2020); Causing damping-off disease (Põlme et al. 2020); Decay leaf, fruit, seed, roots, soil, animal material (Põlme et al. 2020); Likely opportunistic human pathogen (Irinyi et al. 2015)","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))"
